professor_name,department_name,state_name,star_rating,edugood_rating,eduaproval
Polk,Education department,"Barang Station, Barang, Bhubaneswar",3.3,9.9,NAY
Dayle  Rosa-Tom,Accounting department,"Barang Station, Barang, Bhubaneswar",3,6,NAY
Murray  Teitell,Computer Science department,"Barang Station, Barang, Bhubaneswar",3.9,31.2,NAY
Dennis  Johnston,Music department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.9,42.9,NAY
Rudi  Hartmann,Geography department,"Plot no:Chandrasekharpur, Bhubaneswar,Gate no-Saheed Nagar, Bhubaneswar, Koustav Campus, CSPur PS Line, Patia, Bhubaneswar",2.8,39.2,NAY
Paul  Evoskevich,Music department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,45.5,NAY
Satterwhite,History department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.2,8.4,NAY
Dennis  Razze,Theater department,"Satya Nagar, Bhubaneswar",2.8,28,NAY
Richard T.  Rodriguez,Chicano Studies department,"Barang Station, Barang, Bhubaneswar",5,10,NAY
Linda  Polin,Education department,"Barang Station, Barang, Bhubaneswar",3.1,34.1,NAY
Lisa  Nicholson,Law department,"VIP Road, next to Hotel Lee Garden, Puri",3.7,33.3,NAY
Cara  Garcia,Education department,"Barang Station, Barang, Bhubaneswar",4,20,NAY
Francisco  Balderrama,Chicano Studies department,"Barang Station, Barang, Bhubaneswar",4.4,26.4,NAY
Bruce  Roter,Music department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4,48,NAY
Barbara  Lewis,Law department,"VIP Road, next to Hotel Lee Garden, Puri",4,8,NAY
Brady  Rimes,Computer Science department,"Maitre Vihar Rd, Maitri Vihar, NALCO Nagar, Chandrasekharpur, Bhubaneswar",4.4,35.2,NAY
James  Robinson,Communication department,"Bindu Sagar, Old Town, Bhubaneswar",2.3,9.2,NAY
Diane  Sandhoff,Nursing department,"Khandagiri - Chandaka Road, Khordha, India, Bhubaneswar",5,10,NAY
Alexandre  Avdulov,Languages department,"Sijua, Patrapada, Bhubaneswar",4.1,41,NAY
John  Everett,Marketing department,"Acharya Vihar, Doordarshan Colony, Gajapati Nagar, Bhubaneswar",4.5,36,NAY
Andrea  Giampetro-Meyer,Law department,"Acharya Vihar, Doordarshan Colony, Gajapati Nagar, Bhubaneswar",4.7,56.4,NAY
Francis  Martini,Marketing department,"Acharya Vihar, Doordarshan Colony, Gajapati Nagar, Bhubaneswar",4.5,9,NAY
Jushan  Bai,Economics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3,0,NAY
Patrick  McMullen,Business department,"Lingaraj Nagar, Old Town, Bhubaneswar",3.2,38.4,NAY
Jonathon  Bradshaw,Health Science department,"Gandamunda, Pokhariput, Bhubaneswar",4,20,NAY
Ronald  Weber,Humanities department,"Airport Rd, Aerodrome Area, Bhubaneswar",2.8,33.6,NAY
Daniel  Kern,Mathematics department,"Nandankanan Rd, Raghunathpur, Bhubaneswar",4.1,24.6,NAY
Tony  Gremaud,Education department,"Gandamunda, Pokhariput, Bhubaneswar",3.7,33.3,NAY
Dave  Challen,Sociology department,"Gandamunda, Pokhariput, Bhubaneswar",3.8,22.8,NAY
Paulette  Tandy,Accounting department,"Nandankanan Rd, Raghunathpur, Bhubaneswar",4,24,NAY
William  Jenkins,Geography department,"Gandamunda, Pokhariput, Bhubaneswar",3.9,50.7,NAY
William  Brewbaker,Law department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, BhubaneswarA, Infocity Ave, Chandrasekharpur, Bhubaneswar",3.4,17,NAY
Wythe  Holt,Law department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, BhubaneswarA, Infocity Ave, Chandrasekharpur, Bhubaneswar",3.7,7.4,NAY
Laurie  Ross,English department,"Barang Station, Barang, Bhubaneswar",4.1,53.3,NAY
Sam  Marcosson,Law department,"VIP Road, next to Hotel Lee Garden, Puri",3.5,52.5,NAY
Wallace  Edgerton,Political Science department,"Barang Station, Barang, Bhubaneswar",4.1,16.4,NAY
Robert  Ebert,Biology department,"Barang Station, Barang, Bhubaneswar",4.1,36.9,NAY
Leslie  Abramson,Law department,"VIP Road, next to Hotel Lee Garden, Puri",4.6,59.8,NAY
Enid  Trucios-Haynes,Law department,"VIP Road, next to Hotel Lee Garden, Puri",3.8,26.6,NAY
Donna  Shea,Education department,"Barang Station, Barang, Bhubaneswar",4.1,12.3,NAY
Gerry  McKeon,Mathematics department,"Gandamunda, Pokhariput, Bhubaneswar",2,22,NAY
Janel  Sexton,Ethnic Studies department,"Barang Station, Barang, Bhubaneswar",3.9,7.8,NAY
Judy  Gregg,Psychology department,"Barang Station, Barang, Bhubaneswar",4.7,14.1,NAY
Carolyn  Perry,Education department,"Barang Station, Barang, Bhubaneswar",2.8,11.2,NAY
Jerry  Giger,Music department,"Forest Park, Bhubaneswar",4.1,12.3,NAY
Greg  Detweiler,Music department,"VIP Road, next to Hotel Lee Garden, Puri",4.1,61.5,NAY
Brenda  Adams,Business department,"Barang Station, Barang, Bhubaneswar",4.7,23.5,NAY
Suzanne L.  Cross,Social Science department,"Bindu Sagar, Old Town, Bhubaneswar",2.1,4.2,NAY
Lourdess  Cortez,English department,"Barang Station, Barang, Bhubaneswar",3.8,11.4,NAY
Moataz  Emam,Physics department,"barapita,odisha",3.2,12.8,NAY
John  Zenger,Biology department,"edu Valley Kiss Jagannath Temple Road, Bhubaneswar",4.1,36.9,NAY
Maryann  Sydlik,Biology department,"Bindu Sagar, Old Town, Bhubaneswar",4,12,NAY
David W.  Alsop,Biology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3,18,NAY
Savage-Dun,Biology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.6,33.8,NAY
Cynthia  Schauer,Biology department,"Bindu Sagar, Old Town, Bhubaneswar",4,16,NAY
Milagros  Ranoa,Social Science department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",4,32,NAY
Jim  Whitehead,Computer Science department,"Barang Station, Barang, Bhubaneswar",4.2,46.2,NAY
Jason  Carland,Computer Science department,"Lingaraj Nagar, Old Town, Bhubaneswar",2.5,7.5,NAY
Barry  Cohen,Computer Science department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",4.2,50.4,NAY
Kim  Specht,Chemistry department,"Forest Park, Bhubaneswar",2.5,27.5,NAY
Rudy  Pyle,Social Science department,"Khandagiri, Bhubaneswar",2.6,31.2,NAY
Betty  Zacate,Fine Arts department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",2.7,21.6,NAY
Mark  McKibben,Mathematics department,"Acharya Vihar, Doordarshan Colony, Gajapati Nagar, Bhubaneswar",4.4,39.6,NAY
Anne L.  Dearing,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.9,8.7,NAY
Eric  Ericksen,Business department,"Bindu Sagar, Old Town, Bhubaneswar",3,15,NAY
Nina-Nash  Robertson,Music department,"Bindu Sagar, Old Town, Bhubaneswar",4,56,NAY
Christian  Schoof,Physics department,"JSS Software Tech Park, B Block, Chandaka Industrial Estate, Infocity, Chandrasekharpur, Bhubaneswar",4,60,NAY
Kristine  Fitch,Communication department,"Saheed Nagar, Bhubaneswar",3,39,NAY
David  McNevin,Law department,"Gandamunda, Pokhariput, Bhubaneswar",4.8,57.6,NAY
Mimi  Fagan,Education department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",4.3,47.3,NAY
Paul  Stevens,History department,"Gandamunda, Pokhariput, Bhubaneswar",3.8,30.4,NAY
Knofel  Staton,Theology department,"Barang Station, Barang, Bhubaneswar",4,24,NAY
John  Burton,Anthropology department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",4.4,39.6,NAY
Kay  Leach,Nursing department,"Khandagiri, Bhubaneswar",3.9,23.4,NAY
James  Tompkins,Finance department,"Ashok Nagar, Bhubaneswar",4.2,16.8,NAY
Lynn  Loutzenhiser,Psychology department,"Plot No: LChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Gate No: Chandrasekharpur, Bhubaneswar, Ward No: Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar, Salia Sahi, Xavier Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",3.2,22.4,NAY
Chris  Hood,Writing department,"Barang Station, Barang, Bhubaneswar",4.9,9.8,NAY
Gerald  Visgilio,Economics department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",3.4,34,NAY
Jamie  Bush,English department,"Gandamunda, Pokhariput, Bhubaneswar",4.5,9,NAY
Murphy,Biology department,"Barang Station, Barang, Bhubaneswar",2.4,4.8,NAY
Tony  Hage,Chemistry department,"Forest Park, Bhubaneswar",4.8,19.2,NAY
Mary  Brown,Biology department,"Forest Park, Bhubaneswar",4.2,21,NAY
Edward  Wong,Business department,baramunda,3.6,10.8,NAY
Julie  Ablarde,Nursing department,"Gandamunda, Pokhariput, Bhubaneswar",4.5,45,NAY
Michael  MacKinnon,Political Science department,"Sijua, Patrapada, Bhubaneswar",4,20,NAY
Sheng  Zhang,Mathematics department,"Bindu Sagar, Old Town, Bhubaneswar",3,33,NAY
Julie  Towell,English department,"Bindu Sagar, Old Town, Bhubaneswar",2.8,19.6,NAY
Brian  Lakey,Psychology department,"Bindu Sagar, Old Town, Bhubaneswar",2.6,5.2,NAY
Jon  Sabo,Theater department,"Khandagiri, Bhubaneswar",5,20,NAY
Jacoba  Koene,Languages department,"Khandagiri, Bhubaneswar",4.5,27,NAY
Alfredo  Perez-Davila,Computer Science department,"Airport Rd, Aerodrome Area, Bhubaneswar",3,30,NAY
Timothy  Fox,Languages department,"Khandagiri, Bhubaneswar",4.3,60.2,NAY
Myrna  Simpson,Science department,"Gandamunda, Pokhariput, Bhubaneswar",3.8,7.6,NAY
Liwen  Shih,Computer Science department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.6,39.6,NAY
Robert  Gay,Social Science department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",3.9,39,NAY
Gary  Bruce,History department,"Gandamunda, Pokhariput, Bhubaneswar",4.8,52.8,NAY
Vida  Praitis,Biology department,"Saheed Nagar, Bhubaneswar",4.1,45.1,NAY
Andrea  Austin,Women\'s Studies department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",4.8,19.2,NAY
Norman  Spivey,Psychology department,"Khandagiri, Bhubaneswar",4.7,61.1,NAY
Kelly  Mailly,Communication department,"Forest Park, Bhubaneswar",4.1,12.3,NAY
Chris  Dobson,Science department,"Bindu Sagar, Old Town, Bhubaneswar",4.2,8.4,NAY
Stuart  Vyse,Psychology department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",4.1,41,NAY
Ioannis  Psaromiligkos,Engineering department,baramunda,4.9,58.8,NAY
Paul  Bush,Journalism department,"Barang Station, Barang, BhubaneswarSaheed Nagar, Bhubaneswar, Nandankanan Rd, Harappa Block, Raghunathpur, Bhubaneswar",3.8,45.6,NAY
Udeme  Ndon,Civil Engineering department,"Barang Station, Barang, Bhubaneswar",3.2,44.8,NAY
Werner  Kriegelstein,Philosophy department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",3.9,15.6,NAY
Phyllis  Goodman,Business department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",2.6,20.8,NAY
John  Tudor,Biology department,"Satya Nagar, Bhubaneswar",4.5,45,NAY
Arthur  Droge,Literature department,"Barang Station, Barang, Bhubaneswar",3.7,11.1,NAY
Julie  Benavides,Family & Consumer Science department,"Barang Station, Barang, Bhubaneswar",5,70,NAY
Ida  Slusher,Nursing department,"VIP Road, next to Hotel Lee Garden, Puri",2.8,8.4,NAY
Paul  Clark,Literature department,"Satya Nagar, Bhubaneswar",4.1,45.1,NAY
Bradley  McLean,Not Specified department,"Gandamunda, Pokhariput, Bhubaneswar",2.8,11.2,NAY
Nam  Soon Song,Not Specified department,"Gandamunda, Pokhariput, Bhubaneswar",4.5,0,NAY
Mark  Kenney,Psychology department,"Satya Nagar, Bhubaneswar",3.8,38,NAY
Marc  Bourdeau,Mathematics department,baramunda,3.3,9.9,NAY
Jim  Lissemore,Biology department,"Forest Park, Bhubaneswar",4,44,NAY
Jules  O\'Shea,Computer Engineering department,baramunda,1.3,5.2,NAY
Farida  Cheriet,Computer Engineering department,baramunda,4.2,25.2,NAY
Mark  Wessel,Fine Arts department,"Barang Station, Barang, Bhubaneswar",4.6,50.6,NAY
Garrison  Sposito,Engineering department,"Barang Station, Barang, Bhubaneswar",3.8,53.2,NAY
Bob  Gillies,Mathematics department,"barapita,odisha",3.2,38.4,NAY
Cathy  Holtmann,Theology department,"Khata No Plot No Gandamunda, Pokhariput, BhubaneswarKharvela Nagar, Bhubaneswar,Rudrapur, BhubaneswarSaheed Nagar, Bhubaneswar, Unit Jaydev Vihar, Nandankanan Rd, BhubaneswarChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Master Canteen Area, Kharvela Nagar",4.4,13.2,NAY
John  Fernandez,Architecture department,"barapita,odisha",4.3,12.9,NAY
Mary  Moss,English department,"Nandankanan Rd, Near Police Station, Barang, Bhubaneswar",3.7,25.9,NAY
Andrea  Tyree,Sociology department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.5,17.5,NAY
Detlef  Gromoll,Mathematics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",2.4,9.6,NAY
Ewing  Chinn,Philosophy department,"Airport Rd, Aerodrome Area, Bhubaneswar",2.3,11.5,NAY
Nirmal  Gupta,Marketing department,"Gandamunda, Pokhariput, Bhubaneswar",3,9,NAY
Ed  Pavlic,English department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.8,11.4,NAY
Sandra  Brown,English department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",4.3,25.8,NAY
Fred  Simmond,English department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",3.7,11.1,NAY
Mathew  Horn,Chemistry department,"Chandrasekharpur, Bhubaneswar",3,18,NAY
Johnetta  Richards,Ethnic Studies department,"Barang Station, Barang, Bhubaneswar",2.5,15,NAY
Pam  Hood,Philosophy department,"Barang Station, Barang, Bhubaneswar",3.7,18.5,NAY
Frank  Harvey,Political Science department,"Sijua, Patrapada, Bhubaneswar",3.5,28,NAY
Sidney  Burks,Automotive Technology department,"Barang Station, Barang, Bhubaneswar",4.6,50.6,NAY
Glanville,Philosophy department,"Barang Station, Barang, Bhubaneswar",2.7,16.2,NAY
Joann  Eisberg,Astronomy department,"Barang Station, Barang, Bhubaneswar",4.2,33.6,NAY
Maria  Fitzpatrick,Psychology department,"Barang Station, Barang, Bhubaneswar",4.4,8.8,NAY
Wendy  Maleki,Nursing department,"Barang Station, Barang, Bhubaneswar",3.2,32,NAY
Melvin  Moncrieff,Nursing department,"Barang Station, Barang, Bhubaneswar",4.8,4.8,NAY
Robert  Rundquist,Writing department,"Barang Station, Barang, Bhubaneswar",3.5,14,NAY
Sara  Seol,Nursing department,"Barang Station, Barang, Bhubaneswar",5,0,NAY
Sariwan  Tjandra,Chemistry department,"Barang Station, Barang, Bhubaneswar",4.5,31.5,NAY
Laura  Newhart,Philosophy department,"VIP Road, next to Hotel Lee Garden, Puri",3.5,42,NAY
Laura  Prividera,Communication department,"Lingaraj Nagar, Old Town, Bhubaneswar",4.5,22.5,NAY
Paul  Ryan,Electrical Technology department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",3,6,NAY
Johannes  Van Biesebroeck,Economics department,"Gandamunda, Pokhariput, Bhubaneswar",3.8,3.8,NAY
Ian  Spears,Political Science department,"Gandamunda, Pokhariput, Bhubaneswar",4.5,9,NAY
S.  Liang,Mathematics department,"Gandamunda, Pokhariput, Bhubaneswar",4.1,12.3,NAY
Andrea  O\'Bryan,Mathematics department,"VIP Road, next to Hotel Lee Garden, Puri",3,9,NAY
Gay  Sweely,Art History department,"VIP Road, next to Hotel Lee Garden, Puri",4.8,24,NAY
Timothy  McCauley,Sociology department,"Gandamunda, Pokhariput, Bhubaneswar",3.5,35,NAY
Heather  Adams-Blair,Physical Ed department,"VIP Road, next to Hotel Lee Garden, Puri",4.6,64.4,NAY
Ingrid  Stadler,Philosophy department,"barapita,odisha",3.4,17,NAY
Don  Hood,Chemistry department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",3.1,9.3,NAY
Jon  Fisher,Biology department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4,44,NAY
Andrew  Lo,Finance department,"barapita,odisha",4,40,NAY
Matthew  Elam,Engineering department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, BhubaneswarA, Infocity Ave, Chandrasekharpur, Bhubaneswar",1.2,1.2,NAY
Richard  Doctor,English department,"Bindu Sagar, Old Town, Bhubaneswar",4.2,21,NAY
Anthony  James,History department,"Lingaraj Nagar, Old Town, Bhubaneswar",4.2,12.6,NAY
Gary  Clark,Health Science department,"Satya Nagar, Bhubaneswar",4.2,8.4,NAY
Tosha  Lomask,Education department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.9,9.8,NAY
James  Price,Sociology department,"Saheed Nagar, Bhubaneswar",1.8,3.6,NAY
Jan  Humphreys,Biology department,"Satya Nagar, Bhubaneswar",4.2,8.4,NAY
Denise  Kelly,Mathematics department,"Lumbini Vihar, Neeladri Vihar, Chandrasekharpur, Bhubaneswar",2.2,8.8,NAY
Mary  Shea,Languages department,"Barang Station, Barang, Bhubaneswar",3.1,37.2,NAY
Norm  Johnson,Theater department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",3.8,34.2,NAY
Julia  Allen,Sociology department,"Ashok Nagar, Bhubaneswar",3.5,24.5,NAY
Susan  Nelson,Mathematics department,"Ashok Nagar, Bhubaneswar",3.5,7,NAY
Gale  Bruce,English department,"Ashok Nagar, Bhubaneswar",3.9,23.4,NAY
Arthur  Chapman,History department,"Ashok Nagar, Bhubaneswar",4.3,38.7,NAY
Scott  Brown,Philosophy department,"Ashok Nagar, Bhubaneswar",3.3,23.1,NAY
Matthew  Johnson,Statistics department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.4,22,NAY
Stephen  Timmons,History department,"Forest Park, Bhubaneswar",3.1,15.5,NAY
Gene  Singleton,Speech department,"Forest Park, Bhubaneswar",4.4,35.2,NAY
Sue  Lape,English department,"Forest Park, Bhubaneswar",4.5,22.5,NAY
Duo  Zhang,Economics department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",3.7,11.1,NAY
David  Perkins,Accounting & Finance department,"Airport Rd, Aerodrome Area, Bhubaneswar",4.3,51.6,NAY
Babatunde  Ogunnaike,Engineering department,"J-Nandankanan Rd, Near Police Station, Barang, Bhubaneswar, Jayadev Vihar Rd, Jayadev Vihar, Bhubaneswar",4.3,34.4,NAY
Jonathan  Szura,Psychology department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",2.8,2.8,NAY
James  Cawley,Materials Science department,"Forest Park, Bhubaneswar",3.3,46.2,NAY
Andrew  Lesk,English department,"Gandamunda, Pokhariput, Bhubaneswar",2.8,8.4,NAY
Ryan G  Vancleave,English department,"plot no, barapita,odishaChandaka Industrial Estate, K I I T University, Patia, Bhubaneswar, Sainik School Rd, Unit Lingaraj Nagar, Old Town, Bhubaneswar, Gajapati Nagar, Bhubaneswar,",5,10,NAY
Linda  Lubrano,International Studies department,"BMC Bhawani Mall,Ground Floor,Inox Block, Saheed Nagar, Bhubaneswar",2.3,16.1,NAY
Mark  Perlman,Fine Arts department,"Barang Station, Barang, Bhubaneswar",3.6,25.2,NAY
Joan  Felt,Languages department,"Barang Station, Barang, Bhubaneswar",4.6,32.2,NAY
Geri  Olson,Psychology department,"Barang Station, Barang, Bhubaneswar",3.3,42.9,NAY
Patricia  Renick,Education department,"Forest Park, Bhubaneswar",3,33,NAY
Burga  Jung,Education department,"Forest Park, Bhubaneswar",3,6,NAY
Sharon  Hardesty,Social Science department,"VIP Road, next to Hotel Lee Garden, Puri",4.2,21,NAY
Lisa  Kennedy,Geography department,"Infocity Ave, P.S.- New Capital, Patia, Bhubaneswar",4.8,67.2,NAY
Sally  Paulson,Biology department,"Infocity Ave, P.S.- New Capital, Patia, Bhubaneswar",3.3,42.9,NAY
Leonard  Salvo,Music department,"Forest Park, Bhubaneswar",5,50,NAY
Jane  Dunn,Biology department,"Nandankanan Rd, near Hyundai Showroom, Patia, Bhubaneswar",3.7,29.6,NAY
Travis  Langley,Psychology department,"Nandankanan Rd, near Hyundai Showroom, Patia, Bhubaneswar",4,48,NAY
Ica  Manas-Zloczower,MacRomolecular Science & Eng department,"Forest Park, Bhubaneswar",4.6,46,NAY
Martin  Halpern,History department,"Nandankanan Rd, near Hyundai Showroom, Patia, Bhubaneswar",2.1,21,NAY
Holtman,Mathematics department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",2.4,4.8,NAY
Richard  Shanks,Graphic Arts department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",3.2,44.8,NAY
Cora  Nohrden,Mathematics department,"Barang Station, Barang, Bhubaneswar",3.2,9.6,NAY
Charles  Lippy,Theology department,"Nandankanan Rd, Near Police Station, Barang, Bhubaneswar",2.8,22.4,NAY
Edwin  Gentzler,Comparative Literature department,"barapita,odisha",4,0,NAY
Karen  Everage,Mathematics department,"Kharvela Nagar, Bhubaneswar",4.1,8.2,NAY
Stephane  McLachlan,Environment department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",4.2,46.2,NAY
Skip  Sedivec,Biology department,"Lingaraj Nagar, Old Town, Bhubaneswar",2.6,10.4,NAY
Bruce  MacMurray,Sociology department,"Khandagiri, Bhubaneswar",4.1,36.9,NAY
Rick  Repetti,Philosophy department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.7,9.4,NAY
Gerald  McCausland,Russian department,"Satya Nagar, Bhubaneswar",3.3,19.8,NAY
Chris  Fernando,Graphic Arts department,"Unit No.42 Plot, No. 324, Prachi Enclave Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",2.5,7.5,NAY
Kimiko  Manes,Languages department,"Satya Nagar, Bhubaneswar",4.4,22,NAY
Steve  Renton,Business department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",3.2,44.8,NAY
Brad  Hann,Biology department,"Gandamunda, Pokhariput, Bhubaneswar",4.3,55.9,NAY
David  Briggs,Physical Ed department,"Satya Nagar, Bhubaneswar",4.8,57.6,NAY
Bob  Broderick,Health Science department,"Gandamunda, Pokhariput, Bhubaneswar",3.6,14.4,NAY
Lauren  Kingsley,English department,"Bindu Sagar, Old Town, Bhubaneswar",3.4,6.8,NAY
Jennifer  Spock,History department,"VIP Road, next to Hotel Lee Garden, Puri",4.3,25.8,NAY
Judy  Sumner,Chemistry department,"Gandamunda, Pokhariput, Bhubaneswar",4.5,9,NAY
Val  Wilson,Nursing department,"Gandamunda, Pokhariput, Bhubaneswar",1.9,28.5,NAY
Mary  Meisenhelter,Business department,"Satya Nagar, Bhubaneswar",3.8,45.6,NAY
Jerome  Cooper,Education department,"Barang Station, Barang, Bhubaneswar",1,0,NAY
James  Forsythe,Fine Arts department,"Technology Corridor, Infocity, Chandrasekharpur, Bhubaneswar",4.5,63,NAY
Gary  Boyd,Education department,baramunda,3,27,NAY
Lisa  Keys,History department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",3.9,11.7,NAY
Ryan  William,Journalism department,"Chandrasekharpur, Bhubaneswar",3.1,24.8,NAY
Michelle  Radcliffe,Business department,"Barang Station, Barang, Bhubaneswar",2.9,0,NAY
Elle  Feth,Natural Sciences department,"Forest Park, Bhubaneswar",2.1,25.2,NAY
Steve  Gruenert,Education department,"Khandagiri, Bhubaneswar",4.1,41,NAY
Carlos  Centeno,English department,"Barang Station, Barang, Bhubaneswar",4.9,44.1,NAY
Tracy  Morkin McGill,Chemistry department,"Ashok Nagar, Bhubaneswar",3.8,7.6,NAY
Kathleeen  Devanney,Science department,"Airport Rd, Aerodrome Area, Bhubaneswar",3.7,48.1,NAY
Robert  Stecker,Philosophy department,"Bindu Sagar, Old Town, Bhubaneswar",3.5,42,NAY
Barbara  Townsend,Education department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",3.9,15.6,NAY
R. Gholam  Ghorashi,Economics department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",3.5,10.5,NAY
Bob  Warner,Science department,"Cuttack Rd, Rasulgarh Industrial Estate, Industrial Area Estate, Rasulgarh, Bhubaneswar",5,10,NAY
Walt  Thielen,Communication department,"Bidyut Marg, Nuasahi, Nayapalli, Bhubaneswar",4.8,28.8,NAY
William  Irvine,History department,"Gandamunda, Pokhariput, Bhubaneswar",4.2,16.8,NAY
Kathleen  McFadden,Business department,"Chandaka Industrial Estate, K I I T University, Patia, Bhubaneswar",3.8,30.4,NAY
Lee  Grenci,Earth Science department,"Satya Nagar, Bhubaneswar",3.5,52.5,NAY
Gail  Terry,History department,"Khandagiri, Bhubaneswar",3.6,7.2,NAY
Mara  Aruguete,Psychology department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",4.4,39.6,NAY
Colleen  Whitley,English department,"Chandrasekharpur, Bhubaneswar",3.9,23.4,NAY
Ann  Joyce,Communication department,"Satya Nagar, Bhubaneswar",3.2,16,NAY
Margarita  Elorriaga,Languages department,"Satya Nagar, Bhubaneswar",4.1,16.4,NAY
James  Terry,Fine Arts department,"BMC Bhawani Mall, Maharishi College Rd, Saheed Nagar, Bhubaneswar",3.8,41.8,NAY
Kent  Yager,Languages department,"Satya Nagar, Bhubaneswar",4.7,65.8,NAY
John  Eppler,Mathematics department,"Unit No.42 Plot, No. 324, Prachi Enclave Rd, Rail Vihar, Chandrasekharpur, Bhubaneswar",4.8,38.4,NAY
Bob  Young,Mathematics department,"Kharvela Nagar, Bhubaneswar",4.6,13.8,NAY
Britt  Leatham,Geology department,"Barang Station, Barang, Bhubaneswar",3,9,NAY
Patrick  Baude,Law department,"Khandagiri, Bhubaneswar",3.3,23.1,NAY
John  Hopkins,Geology department,"Janpath Rd, Master Canteen Area, Kharvela Nagar, Bhubaneswar",2.3,6.9,NAY
Nelson  Ng,Science department,"Satya Nagar, Bhubaneswar",2.8,14,NAY
William  Ryan,Science department,"Satya Nagar, Bhubaneswar",4.1,20.5,NAY
Jonathan  Anning,Science department,"Satya Nagar, Bhubaneswar",4,52,NAY
Jeff  Lynn,Science department,"Satya Nagar, Bhubaneswar",4.4,61.6,NAY
Fred  Smoler,Literature department,"Jaydev Vihar, Nandankanan Rd, Bhubaneswar",4.2,46.2,NAY
Sue  Sipple,English department,"Forest Park, Bhubaneswar",4.8,38.4,NAY
Fred  Williams,Psychology department,"Forest Park, Bhubaneswar",1,4,NAY
John  Douglass,History department,"Forest Park, Bhubaneswar",2,12,NAY
Bill  Marsh,Mathematics department,"Forest Park, Bhubaneswar",3.5,21,NAY
James  Cebula,History department,"Forest Park, Bhubaneswar",3.2,16,NAY
Melanie  Grosser,Psychology department,"Forest Park, Bhubaneswar",4.8,62.4,NAY
Mark  Critoph,Graphic Arts department,"Gandamunda, Pokhariput, Bhubaneswar",2.3,11.5,NAY
